payment_id,order_id,amount,payment_date,payment_method,status
NULL,NULL,7780.11,2024-01-18T14:47:38,card,paid
PM0002250,O0002250,32-13-2025,2023-02-10T12:57:30,###BAD###,paid
PM0002251,O0002251,32-13-2025,2025-01-28T18:10:00,NULL,NULL
9999-99-99,O0002252,nan,32-13-2025,123abc,paid
PM0002253,O0002253,2689.37,NULL,###BAD###, 
###BAD###,###BAD###,5434.87, ,32-13-2025,paid
PM0002255,O0002255,1575.54,2025-03-11T12:23:44,cod,32-13-2025
PM0002256,O0002256,###BAD###,2023-12-16T19:55:22,card,paid
not_a_date,O0002257,4840.86,2025-07-06T06:19:39,netbanking,paid
PM0002258,O0002258,729.96,2024-04-02T19:17:42,nan,
PM0002259,@@@,32-13-2025,2024-09-02T04:37:55,cod,9999-99-99
NULL,O0002260,3848.17,2025-08-31T04:48:39,upi,@@@
@@@,O0002261,32-13-2025,2025-06-15T18:39:25,32-13-2025,invalid
PM0002262,O0002262,1014.08,not_a_date,upi,paid
PM0002263,32-13-2025,2534.22,2023-06-04T16:12:51,upi,paid
123abc,,985.85,2025-08-04T07:18:53,upi,paid
N/A,123abc,###BAD###,2023-08-07T12:18:49,card,invalid
123abc,O0002266,null,9999-99-99,nan,paid
PM0002267,null,nan,@@@,netbanking,paid
PM0002268,O0002268,1479.97,32-13-2025,N/A,paid
 ,O0002269,not_a_date,###BAD###,card,paid
9999-99-99,O0002270,9999-99-99,9999-99-99,upi,paid
PM0002271,32-13-2025,9649.2,2025-08-28T08:53:54,card,123abc
PM0002272,32-13-2025,3018.36,2024-04-29T00:09:59, ,
PM0002273,O0002273,invalid,2023-01-02T06:02:43,cod,paid
@@@,O0002274,507.04,32-13-2025,upi,paid
PM0002275,O0002275,###BAD###,###BAD###,cod,paid
@@@,O0002276,2276.94,2025-07-08T18:03:32,card,32-13-2025
###BAD###,O0002277,7586.78,NULL,not_a_date, 
,O0002278,899.29,nan,card,paid
PM0002279,123abc,946.62,2024-08-28T09:16:08,@@@,paid
,O0002280,2542.17,2024-07-15T21:21:27,cod,paid
PM0002281,nan,not_a_date,2024-09-08T01:24:09,netbanking,refunded
PM0002282,O0002282,894.01,2024-12-05T19:38:27,netbanking,N/A
PM0002283,,nan,2025-05-21T05:11:54,card,paid
PM0002284,O0002284,@@@,32-13-2025,null,9999-99-99
PM0002285,9999-99-99,3225.04,2024-09-21T15:57:24,upi,NULL
PM0002286,invalid,502.74,2024-04-01T19:27:20,9999-99-99,paid
PM0002287,O0002287,@@@,2023-01-13T15:53:05,upi,paid
PM0002288,O0002288,invalid,2024-12-13T06:06:10,card,N/A
,O0002289,not_a_date,2024-05-25T12:08:42,card, 
PM0002290,O0002290,2707.01,2025-08-25T07:59:49,cod,paid
PM0002291,O0002291,1989.04,invalid,123abc,paid
PM0002292,O0002292,2319.18,2024-10-19T22:43:20,netbanking,paid
PM0002293,O0002293, ,2024-09-17T05:43:53,,nan
PM0002294,O0002294,32-13-2025,not_a_date,card,paid
null,O0002295,492.54, ,card,N/A
PM0002296,O0002296,946.62,2023-07-09T08:28:29,###BAD###,paid
 ,123abc,2231.41,2025-01-19T20:13:22,32-13-2025,refunded
PM0002298,O0002298,8357.68,2024-08-28T03:53:50,@@@,32-13-2025
PM0002299,O0002299,null,2024-09-06T22:51:36,NULL,paid
PM0002300,invalid,2805.16,2024-02-21T01:21:14,card,paid
PM0002301,O0002301,invalid,2023-09-13T16:13:26,NULL,paid
NULL,O0002302,2405.43,9999-99-99,netbanking,paid
null,O0002303,null,2023-12-23T15:34:30,upi,paid
NULL,9999-99-99,264.59,null,not_a_date,paid
PM0002305,O0002305,3564.59,@@@,123abc,paid
PM0002306,O0002306,N/A,2023-04-13T03:32:36,32-13-2025,paid
PM0002307,O0002307,1506.18,2025-09-06T06:18:17,cod,paid
PM0002308,N/A,invalid,2025-09-08T14:47:24,cod,null
PM0002309,9999-99-99,4646.71,@@@,upi,paid
nan,O0002310,4643.84,2025-05-30T08:57:21,N/A,paid
PM0002311,O0002311,1141.71,2023-04-09T17:38:35,netbanking,nan
not_a_date,O0002312,5423.35,invalid,card,paid
PM0002313,O0002313,123abc,2024-08-17T09:10:41,upi,paid
PM0002314, ,14751.5,2025-07-26T18:23:28,upi,paid
,@@@,8211.26,2024-12-14T16:08:33,N/A,paid
PM0002316,O0002316,nan,2023-05-27T14:47:37,card,N/A
PM0002317,O0002317,9999-99-99,2024-01-20T20:38:58,nan,nan
PM0002318,9999-99-99,1654.85,,upi,paid
PM0002319,null,6746.19,2023-07-22T08:50:59,cod,paid
 ,O0002320,6601.54,2025-03-12T16:06:05,netbanking,paid
PM0002321,O0002321,32-13-2025,,card,not_a_date
nan,N/A,,not_a_date,upi,paid
32-13-2025,N/A,not_a_date,2023-01-24T00:47:50,32-13-2025,paid
###BAD###,O0002324,6115.68,2025-08-16T18:03:23,cod,paid
123abc,O0002325,9766.89,2024-03-01T07:52:50,N/A,paid
PM0002326,O0002326,@@@,2025-08-09T23:00:49,N/A, 
PM0002327,O0002327,32-13-2025,2025-03-19T00:47:47,netbanking,paid
 ,123abc,2922.25,2024-05-24T17:08:54,cod,null
PM0002329,O0002329,579.46,2024-10-07T11:07:15,card,paid
,O0002330,209.92,2024-11-02T17:51:06,card,paid
PM0002331,O0002331,NULL, ,32-13-2025,null
PM0002332,O0002332,32-13-2025,2023-05-23T10:59:44, ,null
###BAD###,O0002333,,9999-99-99,NULL,123abc
PM0002334,not_a_date,4866.94,invalid,card,refunded
invalid,N/A, ,null,cod,
32-13-2025,null,3956.01,null,,paid
123abc,O0002337,1040.62,32-13-2025,,paid
PM0002338,O0002338,3326.75,2023-08-25T03:24:18,nan,32-13-2025
PM0002339, ,2035.04,2024-05-06T15:31:11,###BAD###,not_a_date
PM0002340,null,4330.97, ,upi,paid
PM0002341,not_a_date,437.84,2023-06-18T12:51:16,nan,###BAD###
###BAD###, ,3905.76,2023-08-03T19:44:29, ,@@@
NULL,O0002343,2196.76,null,upi,paid
invalid,NULL,1070.42,N/A,N/A,paid
PM0002345,O0002345,6381.58,2024-06-24T04:31:26,netbanking,paid
PM0002346,NULL,2884.94,2024-06-14T21:17:29,32-13-2025,paid
PM0002347,O0002347,4453.39,2024-03-08T00:36:26,9999-99-99,paid
NULL,O0002348,@@@, ,card,invalid
PM0002349,,3763.42,9999-99-99,cod,paid
PM0002350,@@@,N/A,2024-10-17T11:07:54,N/A,paid
PM0002351,,9999-99-99,32-13-2025,card,paid
@@@,O0002352,32-13-2025,2023-09-03T03:48:24,upi,@@@
NULL,###BAD###,N/A,9999-99-99,not_a_date,refunded
PM0002354,32-13-2025,7577.84,,9999-99-99,paid
PM0002355,null,6410.82,2025-04-08T09:48:30,upi,paid
 ,O0002356,1153.81,NULL,upi,paid
nan,N/A,nan,2025-05-08T00:11:34,NULL,paid
PM0002358,O0002358,1095.39,2023-12-08T01:59:16,netbanking,N/A
PM0002359,32-13-2025,2891.8, ,###BAD###,paid
@@@,O0002360,3063.42,32-13-2025, ,paid
PM0002361,###BAD###,3447.27,###BAD###,invalid,9999-99-99
PM0002362,O0002362,2995.61,2023-06-04T01:39:30,upi,paid
PM0002363,O0002363,9999-99-99,2023-10-23T04:48:17,cod,paid
@@@,O0002364,NULL,invalid,cod,paid
PM0002365,O0002365,3002.03,2023-12-30T11:05:31,nan,paid
32-13-2025,123abc,1601.4,,netbanking,N/A
PM0002367,O0002367,32-13-2025,2023-07-24T03:34:53,123abc,paid
###BAD###,9999-99-99,4017.9,2025-02-22T16:27:06,N/A,not_a_date
PM0002369,O0002369,1565.27,2023-01-25T04:34:25,netbanking,32-13-2025
PM0002370,O0002370,null,NULL,@@@,paid
N/A,NULL,3395.09,2025-04-28T23:08:04,netbanking,paid
9999-99-99,O0002372,5820.22,2023-03-05T00:21:29,9999-99-99,paid
PM0002373,O0002373,478.2,2023-07-16T15:15:08,card,paid
PM0002374,O0002374,1480.66,2025-08-02T06:39:29,card,invalid
PM0002375,N/A,not_a_date,2023-11-25T02:06:13,32-13-2025,paid
PM0002376,O0002376,1263.87,2025-08-25T02:41:24,netbanking,123abc
PM0002377,@@@,NULL, ,upi,invalid
PM0002378,O0002378,4970.77,invalid,card,paid
PM0002379,NULL,4097.92,invalid,card,###BAD###
PM0002380,null,4362.25,2024-04-06T09:18:54,###BAD###,123abc
PM0002381,O0002381,10946.7,N/A,upi,paid
PM0002382,O0002382,3414.8,2024-07-06T02:09:46,card,123abc
PM0002383, ,invalid,2025-07-02T15:56:11,32-13-2025,32-13-2025
PM0002384,O0002384,123abc,123abc,card,paid
PM0002385,O0002385,6051.3,2023-09-25T15:26:05,upi,paid
PM0002386,@@@,123abc,2023-10-02T08:22:52,upi,paid
123abc,invalid,nan,NULL,card,paid
PM0002388,O0002388,3537.3,2023-07-06T05:51:27,@@@,null
PM0002389,invalid,nan,123abc,,paid
PM0002390, ,invalid,2025-08-07T12:03:58,upi,N/A
PM0002391,O0002391,755.15,2024-06-14T00:32:47,card,123abc
PM0002392,O0002392,185.88,2023-03-08T15:18:39,netbanking,paid
PM0002393,O0002393,4872.39,2024-09-07T01:03:25,netbanking,paid
PM0002394,O0002394,,2023-09-19T06:50:20,upi,paid
PM0002395,O0002395,NULL,2025-06-14T08:28:02,card,invalid
not_a_date,N/A,318.58,32-13-2025,nan,paid
PM0002397,123abc,NULL,2023-12-07T06:47:46,netbanking,9999-99-99
PM0002398,N/A,9999-99-99,2024-11-04T00:56:13,card,refunded
PM0002399,null,not_a_date,2023-02-07T17:33:24,upi,paid
PM0002400,O0002400,1277.61,2024-05-05T18:07:39,invalid,paid
@@@,nan,32-13-2025, ,123abc,paid
PM0002402,O0002402,3465.02,2023-11-08T07:08:43,,paid
PM0002403,###BAD###,1383.63,nan,upi,refunded
PM0002404,,9999-99-99,null, ,paid
PM0002405,O0002405,,2023-04-14T00:58:38,upi,paid
PM0002406,O0002406,1158.73,2025-06-08T03:56:06,netbanking, 
PM0002407,O0002407,3374.84,2023-07-16T16:56:05,null, 
PM0002408, ,582.92,2025-10-23T04:48:36,123abc,paid
PM0002409,O0002409,not_a_date,2023-02-07T06:40:16,card,@@@
###BAD###,O0002410,@@@,,@@@,@@@
PM0002411,123abc,not_a_date,N/A,upi,paid
PM0002412,invalid,2571.8,2025-04-08T13:28:09,card,N/A
PM0002413,nan,nan,not_a_date,not_a_date,nan
PM0002414,NULL,6097.52,2023-11-08T04:41:14,upi,paid
PM0002415,O0002415,2484.17,NULL,not_a_date,not_a_date
9999-99-99,NULL,7053.62,2024-10-27T04:29:14,NULL,refunded
NULL,O0002417,,not_a_date,nan,paid
NULL,N/A,not_a_date,2024-08-26T02:10:39,netbanking,paid
PM0002419,O0002419,1937.79,N/A,upi,paid
PM0002420,O0002420,3478.29,2023-02-06T09:42:55,card,paid
 ,O0002421,N/A,2025-08-09T19:11:14,cod,paid
PM0002422,nan,,@@@,netbanking,paid
123abc,32-13-2025,nan,2023-03-02T02:46:56,,32-13-2025
PM0002424,O0002424,@@@,2023-09-18T18:47:59,9999-99-99,paid
nan,O0002425,2902.54,9999-99-99,upi,paid
PM0002426,@@@,###BAD###,123abc,upi,32-13-2025
,O0002427,272.08,nan,cod,32-13-2025
PM0002428,null,32-13-2025,@@@,123abc,paid
 ,9999-99-99,320.1,2023-01-15T11:31:46,netbanking,9999-99-99
invalid,O0002430,5318.94,2023-11-01T08:15:22,cod, 
PM0002431,O0002431,5383.74,2025-04-19T17:10:10,card,paid
PM0002432,O0002432,6690.52,2025-07-28T21:11:25,card,nan
PM0002433,O0002433,9258.76,nan,cod,NULL
N/A,O0002434,123abc,2023-09-24T08:04:59,cod,@@@
PM0002435,not_a_date,###BAD###,2025-06-24T16:54:54,upi,###BAD###
nan,O0002436,994.52, ,netbanking,not_a_date
nan,N/A,not_a_date,2023-03-16T13:59:06,upi,paid
N/A,N/A,582.92,2023-10-26T04:15:20,netbanking,paid
PM0002439,O0002439,4041.12,2024-09-21T23:26:56,,paid
@@@,O0002440,355.11,2023-08-15T04:05:21,cod,@@@
@@@,32-13-2025,@@@, ,N/A,paid
invalid,null,@@@,2025-03-29T21:44:17,###BAD###,paid
PM0002443,N/A,6878.6,2025-10-06T06:34:35,netbanking,paid
PM0002444,O0002444,6575.36,2023-01-06T21:27:14,invalid,32-13-2025
NULL,O0002445,9999-99-99,2025-10-26T05:46:04,upi,paid
PM0002446,O0002446,32-13-2025,2023-02-17T12:25:16,null,nan
nan,O0002447,3032.5,nan,###BAD###,paid
PM0002448,###BAD###,,nan,card,paid
PM0002449,O0002449,621.5,2025-04-02T01:19:39,cod,paid
PM0002450,O0002450,,2024-05-05T15:09:06,cod,N/A
PM0002451,@@@,3641.67,,,paid
PM0002452,O0002452,invalid,invalid,cod,nan
PM0002453,O0002453,invalid,2023-08-08T22:31:47,cod,N/A
PM0002454,O0002454,1546.27,2023-08-03T20:48:24, ,paid
PM0002455,O0002455,null,2023-04-15T23:32:16,@@@,paid
@@@, ,545.22,2024-11-04T11:58:00,card,
PM0002457,O0002457,3908.34,,@@@,paid
PM0002458,O0002458,,2023-12-07T17:33:43,nan,
null,O0002459,1576.54,2023-10-09T14:38:48,netbanking,paid
PM0002460,O0002460,1053.02,2025-04-30T03:27:01,,paid
PM0002461,O0002461,null,2023-11-13T04:57:12,nan,null
PM0002462,NULL,7746.18,2025-10-01T03:34:12,netbanking,N/A
PM0002463,nan,,,card,paid
,NULL,###BAD###,2024-08-10T17:00:43,###BAD###,paid
PM0002465,@@@,517.96,2025-10-22T01:00:10,upi,paid
,O0002466,N/A,2023-10-04T06:56:25,netbanking,paid
PM0002467,null, ,N/A,,N/A
PM0002468,32-13-2025,2827.74,NULL,cod,32-13-2025
PM0002469,null,11041.02,2025-06-13T19:44:07,upi,paid
 ,O0002470,1555.28,2024-10-21T01:47:07,upi,paid
PM0002471,O0002471,3023.98,2023-05-29T00:30:59,netbanking,paid
PM0002472,null,8953.78,2024-06-12T05:18:54, ,paid
PM0002473,NULL,3388.01,2023-10-08T09:34:54,9999-99-99,N/A
not_a_date,O0002474,5899.52,2023-01-21T09:58:06,card,paid
PM0002475,O0002475,1601.4,123abc,card,nan
PM0002476,O0002476,4514.89,nan,###BAD###,paid
PM0002477,O0002477,9999-99-99, ,card,paid
,not_a_date,@@@,2023-08-31T08:58:31,nan,paid
PM0002479,O0002479,301.84,2025-05-19T03:20:30,###BAD###,paid
PM0002480,O0002480,NULL,123abc,cod,paid
PM0002481,null,invalid,2023-07-21T04:14:37,cod,paid
nan,O0002482,1595.73,2025-01-11T08:09:24, ,paid
invalid,,5765.43,2024-04-10T23:24:01,upi,9999-99-99
@@@,O0002484,9999-99-99,32-13-2025,netbanking,paid
PM0002485,O0002485,123abc,2023-05-13T14:06:01,card,paid
PM0002486,O0002486,9418.27,2025-01-10T12:51:16,@@@, 
@@@,NULL,###BAD###,9999-99-99,netbanking, 
PM0002488,O0002488,2334.57,nan,not_a_date,paid
PM0002489,invalid,invalid,2025-07-29T21:11:24,NULL,paid
PM0002490,123abc,NULL,2025-03-18T21:33:25,N/A,paid
###BAD###,O0002491,4093.6,2024-09-06T01:28:26,NULL,32-13-2025
PM0002492,O0002492,9999-99-99,2025-02-11T21:13:09,invalid,paid
PM0002493,O0002493,3531.79,2024-11-23T06:46:35,invalid,not_a_date
###BAD###,NULL,975.53,2023-10-11T11:38:08,32-13-2025,paid
PM0002495,O0002495,281.4,2023-04-17T13:57:42,upi,paid
PM0002496,123abc,1828.12, ,upi,NULL
PM0002497,O0002497,7381.68,2023-01-13T11:50:01,@@@,paid
N/A,O0002498,123abc,2025-05-06T23:05:57,cod,not_a_date
null,O0002499,8453.36,2024-06-11T00:20:12,upi,paid
PM0002500,O0002500,not_a_date,2023-04-29T23:30:32,cod,paid
@@@,O0002501,@@@,2024-11-25T11:16:10,card,invalid
@@@,@@@,not_a_date, ,cod,paid
PM0002503,O0002503, ,2024-02-27T05:03:45,123abc,
PM0002504,O0002504,3975.55,2023-08-06T02:53:29,cod,paid
nan,O0002505,null,2023-09-05T15:06:27,upi,paid
 ,@@@,1267.45,2025-01-31T03:18:17, ,paid
123abc,O0002507,3301.96,2025-02-06T05:06:53,card,9999-99-99
PM0002508,123abc,, ,cod,paid
PM0002509,nan,6644.26,2024-06-29T05:43:25,123abc,paid
NULL,O0002510,nan,2023-02-21T02:28:29,card,paid
PM0002511,9999-99-99,3099.74,, ,paid
NULL,O0002512,4881.35,NULL,netbanking,32-13-2025
,O0002513,1784.35,2025-07-28T05:16:58,nan,paid
PM0002514,O0002514,2064.63,@@@,N/A,null
null,O0002515,1245.54,2023-01-11T17:14:36,cod,paid
123abc,O0002516,5779.4,,upi,@@@
PM0002517,O0002517,1686.49,2024-03-24T23:38:14,nan,paid
PM0002518,N/A,N/A,9999-99-99,cod,NULL
NULL,123abc,, , ,paid
PM0002520,O0002520,4059.58,2025-05-31T22:26:28,upi,paid
PM0002521,O0002521,9999-99-99,2023-12-07T17:41:19,netbanking,paid
PM0002522,O0002522,1459.16, ,cod,paid
PM0002523,###BAD###, , ,@@@,paid
32-13-2025,not_a_date,3826.45,2023-04-02T17:00:42,null,invalid
@@@,O0002525,9999-99-99,2023-04-06T05:11:49,upi,paid
###BAD###,O0002526,NULL,2024-05-02T19:02:17,NULL, 
PM0002527,O0002527,,@@@, ,paid
###BAD###,32-13-2025,9869.19,2025-01-02T02:02:09, , 
PM0002529, ,2373.76,2023-05-02T03:39:56,@@@,paid
PM0002530,O0002530,20219.8,2023-03-10T07:54:25,upi,paid
@@@,not_a_date,nan,2024-02-01T07:12:56,@@@,paid
PM0002532,O0002532,3107.18,2023-12-01T18:27:08,card,paid
PM0002533,not_a_date,2466.04,2024-04-17T03:08:53,123abc,paid
PM0002534,O0002534,N/A,2023-11-28T18:03:28,cod,refunded
PM0002535,O0002535,invalid,32-13-2025,cod,paid
PM0002536,O0002536,32-13-2025,nan,upi,N/A
PM0002537,123abc,32-13-2025,2023-01-31T12:11:38,123abc,refunded
###BAD###,N/A,9635.4, ,card,paid
N/A,O0002539,null, ,cod,paid
PM0002540,O0002540, ,not_a_date,9999-99-99,paid
PM0002541, ,2408.52,2025-03-27T08:24:06,netbanking,paid
123abc, ,123abc,2025-05-21T03:28:51,card,refunded
PM0002543,nan,12542.0,123abc,@@@,paid
PM0002544,invalid,123abc,2023-10-09T08:03:12,,paid
32-13-2025,not_a_date,nan,null,upi,paid
PM0002546,###BAD###,3554.7,2023-10-13T03:37:40,netbanking,paid
,O0002547,NULL,2025-06-23T15:58:37,NULL,paid
PM0002548,32-13-2025,9999-99-99,2023-09-17T11:44:47,netbanking,paid
null,O0002549,, ,upi,paid
PM0002550,123abc,2169.68,2023-08-13T18:11:47,card,nan
@@@,O0002551,2634.78,N/A,invalid,paid
null,O0002552,###BAD###,2024-03-03T07:48:10,cod,N/A
PM0002553,nan,11813.18,2025-01-03T19:03:10,null,paid
 ,null,4779.42,2023-04-28T16:21:40,upi,paid
 ,O0002555,851.96,null,null,invalid
PM0002556,O0002556,null,2023-12-19T00:47:32,123abc,###BAD###
PM0002557,nan,null,not_a_date,upi,paid
9999-99-99,O0002558,2891.8,N/A, ,paid
PM0002559,O0002559,2902.58,32-13-2025,cod,9999-99-99
PM0002560,O0002560,,2024-09-06T14:11:35,123abc,paid
PM0002561,O0002561,8583.61,invalid,not_a_date,
123abc,32-13-2025,4652.26,invalid,card,123abc
123abc,O0002563,123abc,2023-12-15T22:28:02,cod,32-13-2025
PM0002564,O0002564,4817.7,2024-12-02T01:37:23,netbanking,123abc
PM0002565,NULL,670.03,2024-08-06T20:02:01,card,paid
PM0002566,invalid,,2023-06-22T18:14:15,###BAD###,paid
PM0002567,O0002567,NULL,2023-11-25T09:53:29,NULL,paid
PM0002568,O0002568,4095.04,2023-01-12T22:02:26,netbanking,@@@
PM0002569,O0002569,6356.02,2023-03-18T10:25:17,cod,paid
9999-99-99,@@@,3238.08,@@@,upi,123abc
PM0002571,O0002571,878.6,2024-10-28T07:29:11,not_a_date,invalid
PM0002572,O0002572,5608.79,nan,###BAD###,nan
32-13-2025,O0002573,281.4,2024-02-10T13:07:00,NULL,paid
PM0002574,not_a_date, ,9999-99-99,nan,paid
NULL,O0002575,N/A,N/A,N/A,paid
PM0002576,O0002576,2336.25,2025-08-20T21:57:24,cod,paid
NULL,123abc,,@@@,upi,paid
PM0002578,O0002578,1359.13,2023-04-03T08:56:27, ,paid
9999-99-99,,not_a_date,32-13-2025,not_a_date,invalid
PM0002580,not_a_date,NULL,9999-99-99,netbanking,paid
not_a_date,@@@,4132.89,2024-03-24T14:19:17,card,refunded
PM0002582,O0002582,###BAD###,invalid,,refunded
,NULL,NULL,2024-06-07T14:36:48,netbanking,paid
PM0002584,null,invalid,,netbanking,paid
@@@, ,1487.01,invalid,cod,paid
NULL,O0002586,2322.04,###BAD###,upi,paid
###BAD###,O0002587,not_a_date,2024-07-02T05:05:25,@@@,paid
 ,O0002588,10857.27,2023-02-02T01:37:49,card,32-13-2025
nan,O0002589,1907.2,invalid, ,paid
PM0002590,N/A,N/A,2024-03-30T14:32:58,upi,paid
PM0002591,###BAD###,6761.07,2023-04-15T12:46:24,@@@,paid
not_a_date,O0002592,5212.64,9999-99-99,netbanking,paid
PM0002593,O0002593, ,32-13-2025,9999-99-99,paid
PM0002594,O0002594,9918.0,2024-08-31T22:05:33,N/A,paid
PM0002595,O0002595,nan,2025-07-16T15:59:44,card,paid
PM0002596,###BAD###,1569.61,2024-09-22T10:02:44,cod,NULL
invalid,32-13-2025,nan,123abc,32-13-2025,32-13-2025
NULL,O0002598,@@@,null,cod,not_a_date
PM0002599,O0002599,3820.15,2023-02-25T12:30:41,,paid
@@@,O0002600,null,,###BAD###,N/A
PM0002601,O0002601,invalid,@@@,upi,NULL
 ,O0002602,NULL,2023-02-03T16:28:32,null,paid
invalid,not_a_date,2061.2,2025-10-25T10:43:38,card,paid
PM0002604,N/A,2903.41,,###BAD###,9999-99-99
PM0002605,NULL,1170.02,2023-02-19T23:54:20,upi,refunded
 ,O0002606,337.32,2024-09-11T18:08:08,32-13-2025,paid
123abc,@@@,###BAD###,NULL,null,paid
PM0002608,O0002608,1868.35, ,card,paid
PM0002609,invalid,14398.35,2023-11-30T18:59:43,card,paid
,not_a_date,2313.77,2023-12-30T16:53:39,netbanking,null
PM0002611,###BAD###,@@@,2023-11-12T13:44:20,netbanking,paid
not_a_date,O0002612,4395.53,2023-07-05T14:47:58,cod,###BAD###
9999-99-99,O0002613,N/A,9999-99-99,32-13-2025,paid
invalid,O0002614,@@@,not_a_date,upi,paid
 ,nan,3717.68,2023-02-09T03:18:22,###BAD###,refunded
PM0002616,O0002616,nan,null,32-13-2025,paid
PM0002617,@@@,688.21,NULL,###BAD###,paid
###BAD###,,nan,not_a_date,netbanking,paid
PM0002619,###BAD###,7536.9,2023-08-17T13:30:32,invalid,paid
PM0002620,O0002620,4182.04,@@@,card,paid
32-13-2025,N/A,4491.51,2023-04-17T03:24:41,@@@,paid
PM0002622,O0002622,6716.2,not_a_date,123abc,paid
32-13-2025,###BAD###,,2023-11-16T13:40:19,card,NULL
PM0002624,null,8667.59,2023-03-06T16:40:57,card,nan
PM0002625,O0002625,4793.56,32-13-2025,cod,paid
,nan,32-13-2025,123abc,card,paid
null,O0002627,1506.18,2023-10-29T16:32:42,upi,@@@
invalid,O0002628,2197.12,nan,N/A,paid
PM0002629,O0002629,null,not_a_date,card,paid
PM0002630,,123abc,@@@,card,paid
PM0002631,O0002631,123abc,,netbanking,nan
PM0002632,O0002632,4986.96,not_a_date,cod, 
PM0002633,O0002633,3564.08,2024-06-02T10:33:43,32-13-2025,123abc
PM0002634,O0002634,1382.36,9999-99-99,netbanking,paid
PM0002635,,6593.52,2025-02-04T06:26:38,card,paid
###BAD###,O0002636,nan,123abc,upi,32-13-2025
nan,O0002637,123abc,2023-05-01T07:39:24,cod,paid
PM0002638,O0002638,5940.29,2024-08-24T07:24:20,upi,paid
PM0002639,N/A,,NULL,card,paid
PM0002640,O0002640,5245.22,2025-01-22T08:43:01,cod,paid
PM0002641,123abc,NULL,nan,cod,paid
PM0002642,O0002642,459.07,null,netbanking,paid
PM0002643,@@@,4866.79,2025-05-26T01:24:25,@@@,paid
PM0002644,32-13-2025,3875.47,N/A,###BAD###,paid
PM0002645,O0002645,@@@,2023-04-14T08:11:38,netbanking,paid
32-13-2025,O0002646,5386.02,2025-04-21T18:39:08,cod,paid
PM0002647,O0002647,6778.14,2025-07-18T18:37:26,nan,not_a_date
PM0002648,O0002648,4543.6,2023-11-13T18:58:47,netbanking,paid
PM0002649,@@@,123abc,2025-09-04T12:35:32,cod,paid
PM0002650,nan,434.91,2024-01-19T11:58:49,9999-99-99,paid
PM0002651,O0002651,2539.06,2024-06-05T16:11:03,upi,paid
123abc,O0002652,247.78,2024-11-01T06:38:33,card,paid
PM0002653,O0002653,invalid,2025-04-04T00:01:00,@@@,paid
PM0002654,N/A,###BAD###,9999-99-99,null,paid
N/A,NULL,NULL,NULL,card,123abc
null,123abc,null,null,32-13-2025,
PM0002657,O0002657,1951.67,2025-08-20T04:02:37,NULL,null
PM0002658,O0002658,invalid,2025-02-24T09:10:47,N/A,nan
,O0002659,3403.8,N/A,card,paid
PM0002660,not_a_date,1134.04,123abc,cod,123abc
###BAD###,32-13-2025,1386.39,invalid,cod,paid
PM0002662,,9068.02,2023-03-11T20:54:23,netbanking,paid
PM0002663,invalid,invalid,2025-08-28T21:23:15,card,paid
PM0002664,O0002664,9999-99-99,,upi,paid
PM0002665,O0002665,992.18,2024-08-17T00:19:15,upi,invalid
N/A,null,6464.9,2023-09-04T22:10:20,card,
PM0002667,@@@,invalid,,cod,paid
PM0002668,O0002668,123abc,not_a_date,,paid
not_a_date,123abc,nan,not_a_date,32-13-2025,paid
PM0002670,O0002670,###BAD###,9999-99-99,null,paid
not_a_date,O0002671,32-13-2025,123abc,invalid,@@@
PM0002672,O0002672,319.6,2025-06-02T00:28:47,,paid
9999-99-99,O0002673,,2024-04-06T10:04:59,@@@,paid
PM0002674,O0002674,1510.14,,N/A,N/A
PM0002675,O0002675,9224.27,invalid,netbanking,paid
PM0002676, ,32-13-2025,2024-07-02T11:24:12,9999-99-99,paid
PM0002677,O0002677,3032.5,2024-12-26T16:00:22,card,paid
NULL,O0002678,235.13,invalid,9999-99-99,N/A
PM0002679,O0002679,nan,2023-08-28T12:03:41,null,paid
PM0002680,O0002680,2958.5,2024-08-06T00:37:15,###BAD###,paid
PM0002681,O0002681,9999-99-99,2024-09-30T03:34:17,netbanking,paid
PM0002682,O0002682,2299.95,2023-06-16T17:01:43,invalid,
PM0002683,O0002683,640.8,nan,upi,invalid
NULL,O0002684,248.94,2024-07-24T20:44:47,cod,N/A
PM0002685,O0002685,2535.4,2025-03-13T10:10:38,card,paid
PM0002686,O0002686,123abc,2025-06-14T22:38:13,netbanking,32-13-2025
PM0002687,O0002687,###BAD###,nan,cod,paid
PM0002688,O0002688,1277.61,2023-02-12T16:58:32,123abc,paid
###BAD###,O0002689,N/A,invalid,card,@@@
nan,not_a_date,N/A,9999-99-99,upi,paid
null,@@@,@@@,32-13-2025,cod,
PM0002692,not_a_date,2787.54,null,card,paid
null,O0002693,5297.78,2025-03-28T07:11:42,nan,paid
nan,@@@,123abc,2025-07-20T21:43:10,upi,paid
PM0002695,O0002695,9835.47,2025-08-21T21:00:30,upi,paid
PM0002696,,not_a_date,@@@,card,paid
PM0002697,@@@,2185.05,2024-02-07T02:28:48,cod,paid
9999-99-99,O0002698,3901.46,invalid,nan,paid
PM0002699,O0002699,not_a_date,2023-09-28T13:11:15,cod,paid
PM0002700,O0002700,11651.54,32-13-2025,,paid
PM0002701,nan,,not_a_date,123abc,NULL
