order_id,customer_id,order_date,status,total_items,payment_method,shipping_city
null,NULL,invalid,9999-99-99,3,upi,Noida
O0002080,C00998,2024-01-18T11:42:03,delivered,2,9999-99-99,32-13-2025
NULL, ,NULL,N/A,N/A,9999-99-99,Delhi
NULL,not_a_date,@@@,delivered,1,upi,Chennai
###BAD###,NULL,2025-08-14T23:24:58,delivered,1,upi,Noida
O0002084,nan,9999-99-99,processing,,upi,Pune
O0002085,C00970,32-13-2025,@@@,,invalid,Chennai
O0002086,C00403,###BAD###, ,1,card,Hyderabad
O0002087,C00214,2024-07-28T04:05:11,delivered,invalid,upi,Mumbai
O0002088,C00549,2023-01-17T18:21:59,processing,123abc,upi,123abc
O0002089,C00835,invalid,not_a_date,2,upi,
NULL,@@@,2025-02-19T12:19:54,###BAD###,1,card,Kolkata
,C00014,123abc,delivered,2,card,123abc
,C00186,2025-02-27T03:59:52,123abc,3,upi,Kolkata
O0002093,C00254,NULL,delivered,1,upi,Chennai
N/A,C00219,2023-04-25T14:36:26,delivered,1,cod,Kolkata
not_a_date,C00107,2023-02-07T00:34:41,32-13-2025,1,card,9999-99-99
nan,C00963,2024-12-30T05:09:59,delivered,###BAD###,upi,Noida
123abc,C00095,2024-07-29T10:10:13,delivered,nan,upi,Bengaluru
O0002098,,2025-11-01T14:16:17, ,1,cod,123abc
O0002099,C00116,9999-99-99,invalid,2,card,Hyderabad
O0002100,N/A,2024-11-30T23:52:09,delivered,@@@,null,Noida
O0002101,C00464,2023-09-28T18:27:25,delivered,N/A,9999-99-99,Kolkata
123abc,C00200,2025-08-16T00:07:17,processing,null,card,NULL
,C00835,2023-11-09T14:59:34,delivered,NULL,invalid,32-13-2025
O0002104,@@@,2023-04-04T01:01:58,delivered,nan,netbanking,Bengaluru
O0002105,C00068,2024-09-25T05:20:29,123abc,NULL, ,
32-13-2025,C00436,2023-02-24T19:19:14, ,1,card,Kolkata
O0002107,C00782,32-13-2025,delivered,2,cod,Bengaluru
32-13-2025,###BAD###,2023-03-13T06:07:12,delivered,2,upi, 
O0002109,C00727,2023-11-12T16:49:25,delivered,9999-99-99,card,Bengaluru
O0002110,C00590,2025-09-19T07:22:08,not_a_date,3,upi,Kolkata
,C00932,2024-04-25T04:10:09,delivered,32-13-2025,9999-99-99,Kolkata
NULL,C00717,2024-01-25T16:38:38,delivered,1,upi,123abc
O0002113,C00874,2025-08-28T22:44:53,,###BAD###,netbanking,123abc
null,C00231,invalid,9999-99-99,2,upi,Mumbai
O0002115,C00481,2025-03-24T02:58:03,delivered,nan,cod,Mumbai
O0002116,C00524,2024-01-19T12:38:31,cancelled,1,card,Bengaluru
N/A,C00850,2024-02-14T12:02:06,@@@,1,card,9999-99-99
O0002118,C00406,2023-07-24T11:41:54,nan,32-13-2025,netbanking,Bengaluru
O0002119,C00724,2023-07-03T15:42:50,processing,NULL,9999-99-99,9999-99-99
O0002120,C00547,123abc,delivered,2,upi,Bengaluru
not_a_date,invalid,2024-03-05T06:44:09,32-13-2025,N/A,netbanking,not_a_date
O0002122,C00650, ,shipped,1,upi,Bengaluru
9999-99-99,C00735,2024-01-13T05:46:22,delivered,3,###BAD###,Bengaluru
O0002124,nan,nan,delivered,1,###BAD###,###BAD###
###BAD###,C00854, ,delivered,NULL,not_a_date,
O0002126,nan,2025-10-04T08:06:52,NULL,1,cod,Pune
123abc,C00235,2024-09-16T03:41:35,delivered,1,card,Delhi
O0002128,C00226,2025-02-28T05:25:42,null,1,N/A,Hyderabad
O0002129,C00235,2025-08-27T21:23:24,123abc,2,@@@,nan
O0002130,N/A,2025-01-10T10:16:36,delivered,NULL,netbanking,###BAD###
O0002131,,2023-06-27T13:46:17,delivered,1,upi,Pune
NULL,C00439,2024-07-10T00:36:59,delivered,1,cod,Kolkata
123abc,C00606,null,delivered,1,invalid,Mumbai
O0002134,C00489,2023-01-02T04:01:16,delivered,1,nan,Mumbai
O0002135,C00073,,delivered,2,NULL,N/A
O0002136,32-13-2025,2024-02-18T18:15:48,delivered,###BAD###,cod,Noida
O0002137,C00545,2025-07-18T12:02:36,shipped,1,cod,Kolkata
NULL,C00076,2023-12-04T13:31:57,delivered,123abc,card,nan
@@@,C00136,2025-06-15T20:24:43, ,32-13-2025,, 
invalid,invalid,2025-08-31T20:34:26,delivered,invalid,N/A,###BAD###
O0002141,C00208,2023-08-25T19:05:40,cancelled,2,upi,Chennai
not_a_date,C00193,2023-03-05T16:43:46,cancelled,1,N/A,invalid
O0002143,C00239,123abc,delivered,2,card,123abc
invalid,C00863,123abc,delivered,@@@,upi,Noida
O0002145, ,2024-08-04T15:00:45,32-13-2025,N/A,not_a_date,@@@
O0002146,C00992,2025-08-08T12:19:19,delivered,2,cod,null
O0002147,C00411,,delivered,@@@,###BAD###,Delhi
N/A,,2024-02-17T12:56:22,###BAD###,1,card,Chennai
 ,invalid,123abc,delivered,1,invalid,Kolkata
,,null,delivered,nan,invalid,nan
###BAD###,C00632,2024-01-17T14:28:05,delivered,1,upi,Bengaluru
O0002152,C00583,2025-02-17T07:20:13,###BAD###,1,@@@,32-13-2025
O0002153,C00737,2023-01-17T05:23:22,invalid,2,netbanking,Noida
O0002154,NULL,@@@,shipped,2, ,Chennai
nan,C00939,2024-11-17T19:25:22,processing,N/A,cod,Hyderabad
null,C00254,invalid,processing,1,upi,
O0002157,C00315,2024-06-11T02:50:57,delivered,NULL,###BAD###,not_a_date
O0002158,9999-99-99,2024-05-15T19:15:53,nan,null, ,Chennai
@@@,###BAD###,null,processing,NULL,cod,Chennai
O0002160,9999-99-99,2023-12-17T04:14:03,delivered,2,cod,invalid
O0002161,NULL,2025-09-03T23:59:13,invalid,1,,
32-13-2025,C00256,2023-11-19T03:00:57,cancelled,1,nan,null
O0002163,C00063,###BAD###,cancelled,1,@@@,Pune
O0002164,N/A,2024-12-13T06:18:40,delivered,2,cod,Pune
O0002165,null,invalid,cancelled,1,card,nan
O0002166,###BAD###,###BAD###,delivered,nan,invalid,NULL
O0002167,C00952,2023-05-12T04:46:39,delivered,N/A,nan,Mumbai
O0002168,C00145,2024-12-29T03:08:49,NULL,1,cod,Pune
32-13-2025,C00880,2025-03-16T11:33:45,delivered,1,netbanking,NULL
O0002170,C00597,2024-11-21T20:43:53,delivered,1,card, 
O0002171,null,2023-06-11T18:39:13,processing,9999-99-99,upi,Pune
32-13-2025,C00566,N/A,null,nan,cod,null
O0002173,C00087,2023-05-29T07:59:34,32-13-2025,1,nan,Kolkata
not_a_date,not_a_date, ,delivered,2,32-13-2025,Mumbai
O0002175,@@@,,delivered,,N/A,###BAD###
 ,C00213,2023-08-09T00:19:14,###BAD###,nan,cod,Hyderabad
###BAD###,C00801,N/A,processing,1,upi,Bengaluru
@@@,C00583,2024-07-28T12:48:37,shipped,1,netbanking,Delhi
32-13-2025, ,2025-09-24T14:56:18,delivered,not_a_date,upi,Kolkata
null,C00039,2024-09-10T06:53:20,delivered,not_a_date,null,not_a_date
invalid,C00970,NULL,N/A,,123abc,Hyderabad
O0002182,,2024-11-23T05:28:48,delivered,N/A,,invalid
O0002183,N/A,2023-10-01T16:09:39,,1,card,Bengaluru
O0002184,,2023-10-03T10:25:36,null,###BAD###,N/A,NULL
O0002185,C00899,2023-01-21T07:01:14,delivered,1,cod,Noida
O0002186,123abc,invalid,not_a_date,2,cod, 
O0002187,not_a_date,null,null,2,cod,Pune
O0002188,C00769,2024-10-07T07:57:47,delivered,2,upi,Pune
O0002189,C00216,nan,NULL,2,upi,Noida
O0002190,C00175,@@@,delivered,1,@@@,###BAD###
nan,C00131,2024-08-29T14:04:51,delivered,9999-99-99,NULL,Delhi
32-13-2025,C00466,2023-11-30T05:42:51,delivered,,invalid,Pune
 ,9999-99-99,NULL,processing,32-13-2025,NULL,Delhi
O0002194,C00852,2025-09-02T20:40:44,delivered,N/A,upi,NULL
O0002195,C00109,2024-01-10T08:03:24,9999-99-99,1,,Noida
123abc, ,2025-08-18T20:09:21,delivered,1,card,Bengaluru
O0002197,32-13-2025,2024-10-10T19:02:51,shipped,@@@,upi,Hyderabad
9999-99-99,C00404,not_a_date,delivered,,invalid,Kolkata
9999-99-99,,2024-05-25T20:12:28,delivered,N/A,N/A,123abc
invalid,C00103,2023-09-24T02:05:03,delivered,1,N/A,Mumbai
@@@,NULL,2024-12-10T22:35:26,returned,NULL,card,Delhi
O0002202,C00466,N/A,@@@,1,netbanking,Bengaluru
 ,, ,delivered,32-13-2025,upi,Bengaluru
O0002204,NULL,###BAD###,cancelled,NULL,cod,Delhi
O0002205,C00177,32-13-2025,processing,2,32-13-2025,@@@
not_a_date,C00226,2025-07-19T05:10:01,123abc,2,upi,Bengaluru
O0002207,not_a_date,2023-08-20T12:11:24,delivered,NULL,upi,
O0002208,C00871,NULL,9999-99-99,2,netbanking,invalid
32-13-2025,C01000,2024-08-16T09:19:28,processing,N/A,card,Chennai
nan,C00515,2025-10-19T16:38:37,processing,2,null,Chennai
null,32-13-2025,2023-02-12T05:00:55,delivered, ,32-13-2025,@@@
NULL,123abc,2024-10-03T06:50:43,,2,upi,Bengaluru
O0002213,C00407,2025-05-24T20:42:13,N/A,1,nan,invalid
O0002214,C00239,2024-07-02T05:28:58,9999-99-99,3,NULL,Bengaluru
invalid,9999-99-99,invalid,123abc,2,cod,Pune
null,C00556,2023-06-21T04:51:38,null,1,null,Bengaluru
O0002217,123abc,nan,processing,2,cod,Kolkata
O0002218,C00044,N/A,cancelled,1,invalid,Kolkata
O0002219,C00447,NULL,returned,,cod,nan
O0002220,C00847,9999-99-99,delivered,1,cod,Delhi
,C00344,2024-06-14T19:32:01,delivered,2,upi,123abc
null,null, ,delivered,1,9999-99-99,Mumbai
O0002223,123abc,2024-04-04T22:54:10,delivered,null,@@@,32-13-2025
 ,nan,123abc,cancelled,9999-99-99,9999-99-99,null
O0002225,N/A,,nan,1,N/A,Hyderabad
@@@,not_a_date,NULL,not_a_date,1,card,invalid
O0002227,,2023-04-30T12:19:19,cancelled,1,123abc,Mumbai
,C00814,,###BAD###,1,invalid,Noida
O0002229,C00654,2025-09-10T07:53:20,invalid,1,cod,32-13-2025
O0002230,C00289,2025-03-28T23:19:49,delivered,###BAD###,,Bengaluru
O0002231,C00223,2024-08-29T21:11:07,delivered,2,cod,Bengaluru
null, ,invalid,@@@,invalid,card,Mumbai
O0002233,C00292,32-13-2025,delivered,2,,@@@
null,C00751,32-13-2025,nan,,card,32-13-2025
O0002235,C00483,9999-99-99,NULL,,not_a_date,N/A
NULL,C00668,not_a_date,NULL,9999-99-99,card,Mumbai
32-13-2025,C00225,2025-06-03T13:26:01,delivered,2,netbanking,N/A
O0002238,NULL,2023-01-12T11:59:12,###BAD###,1,upi,Kolkata
O0002239,9999-99-99,2025-03-22T06:55:06,delivered,1,###BAD###,Pune
O0002240,123abc,2024-01-03T08:15:56,delivered,1,netbanking,Mumbai
O0002241,C00958,2024-12-28T17:44:10,nan,2,not_a_date,not_a_date
###BAD###,32-13-2025,32-13-2025,delivered,1,cod,not_a_date
9999-99-99,C00956,null,32-13-2025,1,NULL,Hyderabad
O0002244,C00690,###BAD###,delivered,invalid,card,Pune
O0002245,, ,returned,2,cod,Bengaluru
32-13-2025,nan,2025-07-20T03:15:27,delivered,1,card,Mumbai
O0002247,C00997,2023-06-02T06:09:42,nan,1,netbanking,Kolkata
O0002248,,2024-04-07T22:38:09,delivered, ,123abc,Pune
O0002249,@@@,nan,delivered,1,card,Noida
invalid,C00334,2023-02-10T12:57:30,nan,not_a_date,card,Mumbai
O0002251,C00433,not_a_date,delivered,1,card,###BAD###
O0002252,C00254,2023-06-03T19:08:29,null,2,cod,Delhi
O0002253,C00472,2025-10-27T22:07:22,@@@,9999-99-99,not_a_date,9999-99-99
,C00555,2024-09-04T11:42:31,32-13-2025,2,card,Bengaluru
O0002255,nan,2025-03-11T12:23:44,shipped,32-13-2025,cod,Hyderabad
O0002256,32-13-2025,32-13-2025,delivered,1,card, 
O0002257,not_a_date,32-13-2025,delivered,1,N/A,Pune
O0002258,null,2024-04-02T19:17:42,delivered,not_a_date, ,Noida
nan,###BAD###,2024-09-02T04:37:55,nan,1,cod,Chennai
O0002260,C00643,nan,9999-99-99,1,upi,Delhi
invalid,null,2025-06-15T18:39:25,delivered,invalid,card,Noida
O0002262,,123abc,9999-99-99,1,upi,Hyderabad
9999-99-99,C00283,NULL,delivered,2,upi,Delhi
,C00421,2025-08-04T07:18:53,invalid,1,null,NULL
O0002265,C00409,###BAD###,delivered,1,card,invalid
O0002266,C00297,2024-10-09T00:50:38,delivered,1,cod,Mumbai
O0002267,C00335,2023-12-17T03:53:56,shipped,1,netbanking,Hyderabad
O0002268,not_a_date,2025-07-28T01:25:25,delivered,@@@,card,NULL
O0002269,C00861,2024-01-02T08:34:53,delivered,1,card,invalid
O0002270,null,2024-01-25T21:51:02,delivered,1,upi,
O0002271,C00634,not_a_date,not_a_date,1, , 
 ,C00426,@@@,shipped,1,upi,Mumbai
invalid,C00049,2023-01-02T06:02:43,delivered,,@@@,not_a_date
O0002274,C00105,2024-12-29T20:13:01,processing, ,upi,32-13-2025
NULL,###BAD###,2023-07-18T17:16:49,,###BAD###, ,
9999-99-99,C00443,2025-07-08T18:03:32,NULL,123abc,123abc,invalid
@@@,C00544,2025-08-24T05:26:56,NULL,nan,null,Mumbai
N/A,C00116,2024-02-22T13:23:56,delivered,N/A,invalid,Kolkata
not_a_date,C00278,32-13-2025,delivered,32-13-2025,card,null
O0002280,C00496,2024-07-15T21:21:27,nan,nan,123abc,Pune
9999-99-99,nan,invalid,null,1,32-13-2025,Delhi
O0002282,32-13-2025,2024-12-05T19:38:27,processing,1,netbanking,Pune
O0002283,C00955,9999-99-99,delivered,1,card,Pune
O0002284,C00242, ,delivered,1,card,Chennai
O0002285,C00511,@@@,NULL,1,upi,Pune
O0002286,@@@,###BAD###,delivered,1,null,Kolkata
O0002287,C00321,2023-01-13T15:53:05,not_a_date,3,upi,Pune
O0002288,NULL,2024-12-13T06:06:10,delivered,1,card,null
O0002289,C00759,NULL,delivered,@@@,card,Delhi
invalid,###BAD###,not_a_date,delivered,null,cod,nan
nan,N/A,NULL,delivered,32-13-2025,null,Pune
32-13-2025,C00570,invalid,delivered,1,netbanking,@@@
O0002293,C00599,invalid,,1,upi,Delhi
O0002294,32-13-2025,,,9999-99-99,card,Noida
O0002295,9999-99-99,@@@,delivered,1,N/A,Pune
O0002296,C00316,2023-07-09T08:28:29,N/A,32-13-2025,cod,Kolkata
O0002297,C00784,2025-01-19T20:13:22,9999-99-99,1,,Noida
O0002298,N/A,not_a_date,@@@,1, ,Pune
,,NULL,delivered,,upi,32-13-2025
@@@,C00868,2024-02-21T01:21:14,delivered,1,NULL,Kolkata
O0002301,C00200,2023-09-13T16:13:26,delivered,2,card,@@@
invalid,C00246,2024-01-09T13:59:02,nan,1,netbanking,Delhi
O0002303,C00362,2023-12-23T15:34:30,delivered,,upi,nan
 ,C00189,2024-10-09T21:04:20,###BAD###,1,cod,null
32-13-2025,C00419,2024-10-31T21:13:59,delivered,null,null, 
O0002306,C00832,2023-04-13T03:32:36,processing,123abc,upi,nan
O0002307,C00703,nan,###BAD###,NULL,cod,Delhi
O0002308,nan,2025-09-08T14:47:24,N/A,1,cod,Delhi
invalid,C00318,123abc,123abc,invalid,upi,Hyderabad
O0002310,@@@,2025-05-30T08:57:21,delivered,1,not_a_date,Mumbai
 ,nan,2023-04-09T17:38:35,invalid,,32-13-2025,Mumbai
O0002312,C00545,invalid,delivered,2,card,Hyderabad
O0002313,C00680,9999-99-99,delivered,invalid,upi, 
###BAD###,C00635, ,delivered,2,9999-99-99,Noida
,C00337,2024-12-14T16:08:33,delivered,3,card,Bengaluru
O0002316,C00147,,delivered,9999-99-99,card,9999-99-99
invalid,123abc,2024-01-20T20:38:58,processing,32-13-2025,N/A,Noida
O0002318,C00015,2024-11-03T18:33:19,processing,1,###BAD###, 
O0002319,,2023-07-22T08:50:59,delivered,1,cod,nan
O0002320,C00536,123abc,invalid,not_a_date,NULL,invalid
N/A,C00215,@@@,nan,###BAD###,nan,Delhi
32-13-2025,nan,2024-05-18T19:31:53,delivered,2,upi,
O0002323,,2023-01-24T00:47:50,delivered,1,N/A,32-13-2025
O0002324,C00456,9999-99-99,invalid,1,cod,###BAD###
O0002325,NULL,2024-03-01T07:52:50,delivered,2,not_a_date,invalid
O0002326,C00773,2025-08-09T23:00:49,processing,123abc,9999-99-99,Kolkata
,C00130,2025-03-19T00:47:47,delivered,2,netbanking,Delhi
@@@,nan,2024-05-24T17:08:54,delivered,1,N/A,Chennai
O0002329,C00138,2024-10-07T11:07:15,delivered,1,card,Mumbai
O0002330,C00707,2024-11-02T17:51:06,9999-99-99,null,9999-99-99,Mumbai
not_a_date,C00291,2024-11-02T01:56:08,not_a_date,1,cod,@@@
O0002332, ,2023-05-23T10:59:44,###BAD###,1,cod,Kolkata
O0002333,N/A,NULL,,1,upi,Hyderabad
O0002334,C00582,2024-05-17T06:22:15,cancelled,N/A,@@@,Mumbai
O0002335,C00642,2024-11-14T17:20:55,shipped,@@@,cod,NULL
O0002336,C00376,2024-08-20T14:42:15,delivered,32-13-2025,upi,9999-99-99
O0002337,C00841,2025-02-08T07:37:31,delivered,N/A,upi,Pune
O0002338,32-13-2025,not_a_date,123abc,32-13-2025, ,Bengaluru
O0002339,###BAD###,32-13-2025,delivered,1,netbanking,@@@
invalid,C00785,@@@,processing,N/A,###BAD###,Bengaluru
O0002341,C00534,nan,delivered,2,cod,Delhi
@@@,C00036,2023-08-03T19:44:29,9999-99-99,1,upi,nan
O0002343,C00343,2024-09-05T13:53:16,delivered,N/A,upi,###BAD###
O0002344,C00039,2024-01-22T21:35:34,N/A,1,NULL,Kolkata
O0002345,,nan,delivered,@@@,netbanking,NULL
null,###BAD###,2024-06-14T21:17:29,delivered,NULL,###BAD###, 
O0002347,NULL,2024-03-08T00:36:26,delivered,N/A,9999-99-99,Hyderabad
O0002348,C00508,2025-04-03T08:44:48,32-13-2025,1,card,Bengaluru
O0002349,N/A,invalid,NULL,invalid,cod,NULL
O0002350,C00893,NULL,###BAD###,nan,123abc,not_a_date
N/A,C00140,2025-10-02T03:29:17,123abc,1,card,Hyderabad
O0002352,C00826,not_a_date,processing,2,upi,null
O0002353,C00208,2024-09-16T06:37:32,cancelled,1,card,Noida
O0002354,C00211,NULL,delivered,2,123abc,Kolkata
O0002355,NULL,NULL,delivered,2,###BAD###,Delhi
O0002356,invalid,2023-01-18T19:00:39,NULL,1,null,Kolkata
###BAD###,C00525,9999-99-99,32-13-2025,2,,Pune
O0002358, ,2023-12-08T01:59:16,delivered,N/A,netbanking,Kolkata
O0002359,nan,123abc,delivered,1,cod,Noida
not_a_date,9999-99-99,2023-01-15T08:48:17,NULL,@@@,card,Noida
O0002361,C00707,2024-07-11T03:36:13,delivered,1,upi,Kolkata
nan,C00861,2023-06-04T01:39:30,delivered,1,32-13-2025,Delhi
O0002363,C00978,2023-10-23T04:48:17,delivered,1,cod,Mumbai
O0002364, ,2025-08-30T04:47:24,shipped,1,cod,Kolkata
invalid,C00188, ,32-13-2025,1,,123abc
O0002366,C00297,2023-01-29T08:53:56,delivered,1,netbanking,Bengaluru
O0002367,C00430,2023-07-24T03:34:53,nan,1,32-13-2025,Kolkata
nan,C00313,2025-02-22T16:27:06,123abc,@@@,netbanking,Mumbai
,C00487,2023-01-25T04:34:25,delivered,1,netbanking,Mumbai
32-13-2025,C00957,2023-11-07T01:02:38,nan,null,NULL,Hyderabad
O0002371,@@@,2025-04-28T23:08:04,@@@,nan,netbanking,Hyderabad
O0002372,###BAD###,2023-03-05T00:21:29,N/A, ,upi,@@@
O0002373,C00062,9999-99-99,not_a_date,1,card,Mumbai
###BAD###,C00818,nan,###BAD###,123abc,null,Noida
,null,2023-11-25T02:06:13, ,1,123abc,not_a_date
O0002376,C00762,2025-08-25T02:41:24,delivered,32-13-2025,netbanking,N/A
 ,C00026,2024-06-03T10:55:59,delivered,1,invalid,N/A
O0002378,C00812,2023-08-18T15:07:36,delivered,2,@@@,@@@
@@@,C00855,9999-99-99,delivered,9999-99-99,card,Bengaluru
O0002380, ,9999-99-99,cancelled,,netbanking,Bengaluru
,C00370,2023-10-23T02:41:25,delivered,2,,Bengaluru
O0002382,C00220,2024-07-06T02:09:46,processing,,@@@,Chennai
O0002383,C00313,2025-07-02T15:56:11,delivered,###BAD###,card,Kolkata
O0002384,C00691,N/A,@@@,1,not_a_date,Kolkata
not_a_date,nan,123abc,delivered,1,upi,not_a_date
O0002386,C00994, ,delivered,1,,nan
 ,C00392,123abc,delivered,1,card,123abc
32-13-2025,32-13-2025,2023-07-06T05:51:27,delivered,1,NULL,Chennai
O0002389,C00751,2025-04-27T08:30:35,delivered,2,cod,Bengaluru
O0002390,C00220,2025-08-07T12:03:58,delivered,1,invalid,null
O0002391,NULL,2024-06-14T00:32:47,delivered,1,card,null
O0002392,null,null,processing,invalid,netbanking,123abc
null,not_a_date,2024-09-07T01:03:25,delivered,1,netbanking,Hyderabad
O0002394,C00623,2023-09-19T06:50:20,shipped,NULL,nan,Chennai
32-13-2025,N/A,2025-06-14T08:28:02,delivered,2,N/A,null
O0002396,C00588,2025-04-20T10:17:27,@@@,1,card,Bengaluru
O0002397,nan,2023-12-07T06:47:46,delivered,1,netbanking,Mumbai
O0002398,invalid,9999-99-99,cancelled,1,@@@,Mumbai
O0002399,C00022,@@@,delivered,9999-99-99,32-13-2025,32-13-2025
O0002400,C00465,2024-05-05T18:07:39,,invalid,not_a_date,invalid
O0002401,N/A,###BAD###,delivered,1,nan,###BAD###
O0002402,32-13-2025,2023-11-08T07:08:43,delivered,1,32-13-2025,Noida
O0002403,NULL,2023-04-02T12:00:34,cancelled,1,upi,Chennai
O0002404,C00557,2023-06-18T17:27:30,invalid,nan,cod,Kolkata
O0002405,C00042,2023-04-14T00:58:38,NULL,1,upi,Kolkata
O0002406,C00256,123abc,delivered,1,NULL,9999-99-99
123abc,N/A, ,delivered,1,,nan
O0002408,C00338,2025-10-23T04:48:36,shipped,nan,upi,Bengaluru
O0002409,C00997,2023-02-07T06:40:16,,3,card,Delhi
NULL,32-13-2025,null,delivered,1,cod,Mumbai
O0002411,C00458,@@@,delivered,1, ,32-13-2025
O0002412,123abc,2025-04-08T13:28:09,,null,nan,Mumbai
###BAD###,C00564,2023-10-10T08:56:41,delivered,1,netbanking, 
not_a_date,C00706,2023-11-08T04:41:14,delivered,1,upi,not_a_date
9999-99-99,C00153,2025-03-11T04:02:33,delivered,1,card,Noida
invalid,C00269,2024-10-27T04:29:14,cancelled,nan,upi,Kolkata
O0002417,9999-99-99,2024-09-30T05:59:14,delivered,1,cod,Mumbai
32-13-2025,@@@,2024-08-26T02:10:39,delivered,1,invalid,9999-99-99
O0002419,C00110,###BAD###,delivered,###BAD###,###BAD###,
O0002420,C00579,2023-02-06T09:42:55,processing,1,9999-99-99,Mumbai
O0002421,C00063,null,delivered,1,cod,nan
@@@,invalid,NULL,,1,netbanking,Noida
N/A,null,2023-03-02T02:46:56,###BAD###,2,netbanking,Kolkata
N/A,C00926,2023-09-18T18:47:59,delivered,1,32-13-2025,Pune
O0002425,C00092,2023-09-14T00:41:57,delivered,1,upi,NULL
O0002426,C00510,nan,delivered,123abc, ,invalid
invalid,32-13-2025,32-13-2025,not_a_date,NULL,cod,###BAD###
O0002428,C00225,2024-09-06T12:52:01,invalid,3,card,Pune
O0002429,C00243,@@@,9999-99-99,null,netbanking,Chennai
O0002430,123abc,2023-11-01T08:15:22,delivered,2,cod,Delhi
 ,9999-99-99,2025-04-19T17:10:10,NULL,1,null,null
123abc,not_a_date,2025-07-28T21:11:25,9999-99-99,2,card,Hyderabad
O0002433,C00868,2025-05-06T22:51:24,invalid,3,cod,Bengaluru
invalid, ,2023-09-24T08:04:59,delivered,9999-99-99,cod,Hyderabad
null,9999-99-99,2025-06-24T16:54:54,delivered,3,upi,32-13-2025
invalid,C00479,2023-06-14T21:10:37,delivered,NULL,9999-99-99,invalid
O0002437,C00016,2023-03-16T13:59:06,returned,1,upi,not_a_date
O0002438,C00309,2023-10-26T04:15:20,invalid, ,netbanking,123abc
invalid,not_a_date,2024-09-21T23:26:56,delivered,1,null,Bengaluru
O0002440,123abc,2023-08-15T04:05:21,32-13-2025,1,###BAD###,###BAD###
NULL,C00620,123abc,NULL,1,netbanking,Mumbai
O0002442,C00994,2025-03-29T21:44:17,not_a_date,1,card,not_a_date
O0002443,C00104,2025-10-06T06:34:35,delivered,###BAD###,netbanking,32-13-2025
O0002444,not_a_date,not_a_date,invalid,2,nan,Chennai
O0002445,C00513,2025-10-26T05:46:04,delivered,not_a_date,upi,null
9999-99-99,not_a_date,2023-02-17T12:25:16,processing,N/A,card,Pune
32-13-2025,not_a_date,not_a_date,delivered,1,upi,Chennai
32-13-2025,NULL,not_a_date,NULL,1,card,Delhi
,C00726,###BAD###,@@@,1,cod,@@@
O0002450,C00844,2024-05-05T15:09:06,###BAD###,1,invalid,Mumbai
O0002451,9999-99-99,nan,delivered,1,cod,N/A
O0002452,C00083,123abc,delivered,9999-99-99,cod,9999-99-99
O0002453,C00247,2023-08-08T22:31:47,delivered,null,null,Hyderabad
O0002454,@@@,2023-08-03T20:48:24,32-13-2025,9999-99-99,netbanking, 
nan,C00701,2023-04-15T23:32:16,delivered,N/A,###BAD###,Noida
O0002456,C00842,2024-11-04T11:58:00,delivered,1,card,Kolkata
null,N/A, ,###BAD###,1,32-13-2025,N/A
O0002458,C00484,,invalid,1,nan,###BAD###
O0002459,C00483,,delivered,1,netbanking,Noida
O0002460,C00115,@@@,###BAD###,1,card,nan
O0002461,N/A,2023-11-13T04:57:12,delivered,3,cod,Chennai
123abc,C00493,@@@,delivered,@@@,netbanking,Mumbai
N/A,C00459,2025-05-08T17:55:06,processing,123abc,card,Bengaluru
O0002464,C00818,32-13-2025,delivered,1, ,N/A
O0002465,C00477,123abc,123abc,1,upi,Kolkata
9999-99-99,9999-99-99,2023-10-04T06:56:25,###BAD###,1,123abc,invalid
null,C00401,2023-03-19T12:38:42,cancelled,@@@,9999-99-99,
O0002468,###BAD###,###BAD###,delivered,invalid,cod,Pune
nan,C00068,N/A,delivered,1,upi,Bengaluru
N/A,C00092,NULL,,###BAD###,upi,Bengaluru
null, ,###BAD###,NULL,1,###BAD###,Pune
O0002472,C00048,2024-06-12T05:18:54,NULL,3,card,Kolkata
not_a_date,C00592,2023-10-08T09:34:54,nan,###BAD###,card,invalid
O0002474, ,N/A,NULL,2,invalid,Mumbai
9999-99-99,###BAD###,NULL,delivered,N/A,not_a_date,Hyderabad
O0002476,@@@,2025-01-16T22:35:24,delivered,32-13-2025,invalid,Kolkata
O0002477,invalid,2024-11-06T07:19:35,delivered,1,nan,9999-99-99
 ,9999-99-99,not_a_date,delivered,2,netbanking,Noida
O0002479, ,32-13-2025,null,1,upi,Pune
O0002480,123abc,2023-08-16T04:34:49,delivered,2,cod,invalid
O0002481,C00338,2023-07-21T04:14:37,delivered,NULL,32-13-2025,Delhi
###BAD###,C00350,invalid,not_a_date,2,N/A,###BAD###
O0002483,C00165,2024-04-10T23:24:01,delivered,32-13-2025,upi,nan
O0002484,N/A,2025-01-27T08:27:49, ,32-13-2025,null,Mumbai
O0002485,C00367,2023-05-13T14:06:01,delivered,1,@@@,
@@@,C00126,2025-01-10T12:51:16, ,3,cod,###BAD###
nan, ,2023-05-06T06:06:31,not_a_date,not_a_date,netbanking,
 ,123abc,, ,2,upi,Pune
N/A,C00723,2025-07-29T21:11:24,delivered,1,NULL,###BAD###
,C00266,2025-03-18T21:33:25,###BAD###,1,cod,NULL
O0002491,C00569,2024-09-06T01:28:26,@@@,@@@,###BAD###,invalid
